PID,Name,Path
688,setupapi.dll,C:\WINDOWS\system32\setupapi.dll
688,scecli.dll,C:\WINDOWS\system32\scecli.dll
688,ipsecsvc.dll,C:\WINDOWS\system32\ipsecsvc.dll
688,AUTHZ.dll,C:\WINDOWS\system32\AUTHZ.dll
688,oakley.DLL,C:\WINDOWS\system32\oakley.DLL
688,WINIPSEC.DLL,C:\WINDOWS\system32\WINIPSEC.DLL
688,mswsock.dll,C:\WINDOWS\system32\mswsock.dll
688,hnetcfg.dll,C:\WINDOWS\system32\hnetcfg.dll
688,wshtcpip.dll,C:\WINDOWS\System32\wshtcpip.dll
688,pstorsvc.dll,C:\WINDOWS\system32\pstorsvc.dll
688,psbase.dll,C:\WINDOWS\system32\psbase.dll
688,dssenh.dll,C:\WINDOWS\system32\dssenh.dll
848,vmacthlp.exe,C:\Program Files\VMware\VMware Tools\vmacthlp.exe
848,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
848,MSVCR90.dll,C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e\MSVCR90.dll
848,ADVAPI32.dll,C:\WINDOWS\system32\ADVAPI32.dll
848,RPCRT4.dll,C:\WINDOWS\system32\RPCRT4.dll
848,Secur32.dll,C:\WINDOWS\system32\Secur32.dll
848,SHFOLDER.dll,C:\WINDOWS\system32\SHFOLDER.dll
848,msvcrt.dll,C:\WINDOWS\system32\msvcrt.dll
848,USER32.dll,C:\WINDOWS\system32\USER32.dll
848,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
848,ole32.dll,C:\WINDOWS\system32\ole32.dll
848,OLEAUT32.dll,C:\WINDOWS\system32\OLEAUT32.dll
848,MSVCP90.dll,C:\WINDOWS\WinSxS\x86_Microsoft.VC90.CRT_1fc8b3b9a1e18e3b_9.0.30729.4148_x-ww_d495ac4e\MSVCP90.dll
848,IMM32.DLL,C:\WINDOWS\system32\IMM32.DLL
848,SHLWAPI.dll,C:\WINDOWS\system32\SHLWAPI.dll
848,comctl32.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
848,comctl32.dll,C:\WINDOWS\system32\comctl32.dll
1040,svchost.exe,C:\WINDOWS\System32\svchost.exe
1040,ntdll.dll,C:\WINDOWS\system32\ntdll.dll
1040,kernel32.dll,C:\WINDOWS\system32\kernel32.dll
1040,ADVAPI32.dll,C:\WINDOWS\system32\ADVAPI32.dll
1040,RPCRT4.dll,C:\WINDOWS\system32\RPCRT4.dll
1040,Secur32.dll,C:\WINDOWS\system32\Secur32.dll
1040,ShimEng.dll,C:\WINDOWS\System32\ShimEng.dll
1040,AcGenral.DLL,C:\WINDOWS\AppPatch\AcGenral.DLL
1040,USER32.dll,C:\WINDOWS\system32\USER32.dll
1040,GDI32.dll,C:\WINDOWS\system32\GDI32.dll
1040,WINMM.dll,C:\WINDOWS\System32\WINMM.dll
1040,ole32.dll,C:\WINDOWS\system32\ole32.dll
1040,msvcrt.dll,C:\WINDOWS\system32\msvcrt.dll
1040,OLEAUT32.dll,C:\WINDOWS\system32\OLEAUT32.dll
1040,MSACM32.dll,C:\WINDOWS\System32\MSACM32.dll
1040,VERSION.dll,C:\WINDOWS\system32\VERSION.dll
1040,SHELL32.dll,C:\WINDOWS\system32\SHELL32.dll
1040,SHLWAPI.dll,C:\WINDOWS\system32\SHLWAPI.dll
1040,USERENV.dll,C:\WINDOWS\system32\USERENV.dll
1040,UxTheme.dll,C:\WINDOWS\System32\UxTheme.dll
1040,IMM32.DLL,C:\WINDOWS\system32\IMM32.DLL
1040,comctl32.dll,C:\WINDOWS\WinSxS\x86_Microsoft.Windows.Common-Controls_6595b64144ccf1df_6.0.2600.6028_x-ww_61e65202\comctl32.dll
1040,comctl32.dll,C:\WINDOWS\system32\comctl32.dll
1040,NTMARTA.DLL,C:\WINDOWS\System32\NTMARTA.DLL
1040,SAMLIB.dll,C:\WINDOWS\System32\SAMLIB.dll
1040,WLDAP32.dll,C:\WINDOWS\system32\WLDAP32.dll
1040,xpsp2res.dll,C:\WINDOWS\System32\xpsp2res.dll
1040,shsvcs.dll,c:\windows\system32\shsvcs.dll
1040,WINSTA.dll,C:\WINDOWS\System32\WINSTA.dll
1040,NETAPI32.dll,C:\WINDOWS\System32\NETAPI32.dll
1040,dhcpcsvc.dll,c:\windows\system32\dhcpcsvc.dll
1040,DNSAPI.dll,c:\windows\system32\DNSAPI.dll
1040,WS2_32.dll,c:\windows\system32\WS2_32.dll
1040,WS2HELP.dll,c:\windows\system32\WS2HELP.dll
1040,iphlpapi.dll,c:\windows\system32\iphlpapi.dll
1040,rsaenh.dll,C:\WINDOWS\System32\rsaenh.dll
1040,wzcsvc.dll,c:\windows\system32\wzcsvc.dll
1040,rtutils.dll,c:\windows\system32\rtutils.dll
1040,WMI.dll,c:\windows\system32\WMI.dll
1040,CRYPT32.dll,c:\windows\system32\CRYPT32.dll
1040,MSASN1.dll,c:\windows\system32\MSASN1.dll
1040,EapolQec.dll,c:\windows\system32\EapolQec.dll
1040,ATL.DLL,c:\windows\system32\ATL.DLL
1040,QUtil.dll,c:\windows\system32\QUtil.dll
1040,MSVCP60.dll,c:\windows\system32\MSVCP60.dll
1040,dot3api.dll,c:\windows\system32\dot3api.dll
1040,WTSAPI32.dll,c:\windows\system32\WTSAPI32.dll
1040,ESENT.dll,c:\windows\system32\ESENT.dll
1040,mswsock.dll,C:\WINDOWS\system32\mswsock.dll
1040,hnetcfg.dll,C:\WINDOWS\System32\hnetcfg.dll
1040,wshtcpip.dll,C:\WINDOWS\System32\wshtcpip.dll
1040,CLBCATQ.DLL,C:\WINDOWS\System32\CLBCATQ.DLL
1040,COMRes.dll,C:\WINDOWS\System32\COMRes.dll
1040,rastls.dll,C:\WINDOWS\System32\rastls.dll
1040,CRYPTUI.dll,C:\WINDOWS\System32\CRYPTUI.dll
1040,WININET.dll,C:\WINDOWS\system32\WININET.dll
1040,Normaliz.dll,C:\WINDOWS\system32\Normaliz.dll
1040,urlmon.dll,C:\WINDOWS\system32\urlmon.dll
1040,iertutil.dll,C:\WINDOWS\system32\iertutil.dll
1040,WINTRUST.dll,C:\WINDOWS\System32\WINTRUST.dll
1040,IMAGEHLP.dll,C:\WINDOWS\system32\IMAGEHLP.dll
1040,MPRAPI.dll,C:\WINDOWS\System32\MPRAPI.dll
1040,ACTIVEDS.dll,C:\WINDOWS\System32\ACTIVEDS.dll
1040,adsldpc.dll,C:\WINDOWS\System32\adsldpc.dll
1040,SETUPAPI.dll,C:\WINDOWS\System32\SETUPAPI.dll
1040,RASAPI32.dll,C:\WINDOWS\System32\RASAPI32.dll
1040,rasman.dll,C:\WINDOWS\System32\rasman.dll
1040,TAPI32.dll,C:\WINDOWS\System32\TAPI32.dll
1040,SCHANNEL.dll,C:\WINDOWS\System32\SCHANNEL.dll
1040,WinSCard.dll,C:\WINDOWS\System32\WinSCard.dll
1040,PSAPI.DLL,C:\WINDOWS\System32\PSAPI.DLL
1040,raschap.dll,C:\WINDOWS\System32\raschap.dll
1040,msv1_0.dll,C:\WINDOWS\system32\msv1_0.dll
1040,cryptdll.dll,C:\WINDOWS\System32\cryptdll.dll
1040,schedsvc.dll,c:\windows\system32\schedsvc.dll
1040,NTDSAPI.dll,c:\windows\system32\NTDSAPI.dll
1040,MSIDLE.DLL,C:\WINDOWS\System32\MSIDLE.DLL
1040,audiosrv.dll,c:\windows\system32\audiosrv.dll
1040,wkssvc.dll,c:\windows\system32\wkssvc.dll
1040,qmgr.dll,c:\windows\system32\qmgr.dll
1040,MPR.dll,C:\WINDOWS\system32\MPR.dll
1040,SHFOLDER.dll,c:\windows\system32\SHFOLDER.dll
1040,WINHTTP.dll,c:\windows\system32\WINHTTP.dll
1040,cryptsvc.dll,c:\windows\system32\cryptsvc.dll
1040,certcli.dll,c:\windows\system32\certcli.dll
1040,dmserver.dll,c:\windows\system32\dmserver.dll
1040,ersvc.dll,c:\windows\system32\ersvc.dll
1040,es.dll,c:\windows\system32\es.dll
1040,netman.dll,C:\WINDOWS\System32\netman.dll
1040,netshell.dll,C:\WINDOWS\System32\netshell.dll
1040,credui.dll,C:\WINDOWS\System32\credui.dll
1040,dot3dlg.dll,C:\WINDOWS\System32\dot3dlg.dll
1040,OneX.DLL,C:\WINDOWS\System32\OneX.DLL
